Created as New Dataset,Sample 004 By Administrator Date Thursday, December 10 2020
cm-1,%T
2545.00,91.49
2544.00,91.49
2543.00,91.48
2542.00,91.45
2541.00,91.44
2540.00,91.45
2539.00,91.46
2538.00,91.44
2537.00,91.41
2536.00,91.37
2535.00,91.37
2534.00,91.41
2533.00,91.46
2532.00,91.50
2531.00,91.53
2530.00,91.54
2529.00,91.54
2528.00,91.53
2527.00,91.52
2526.00,91.51
2525.00,91.50
2524.00,91.47
2523.00,91.45
2522.00,91.44
2521.00,91.44
2520.00,91.45
2519.00,91.46
2518.00,91.48
2517.00,91.50
2516.00,91.50
2515.00,91.49
2514.00,91.45
2513.00,91.41
2512.00,91.41
2511.00,91.44
2510.00,91.49
2509.00,91.52
2508.00,91.51
2507.00,91.49
2506.00,91.47
2505.00,91.47
2504.00,91.48
2503.00,91.49
2502.00,91.48
2501.00,91.43
2500.00,91.38
2499.00,91.35
2498.00,91.34
2497.00,91.33
2496.00,91.30
2495.00,91.26
2494.00,91.24
2493.00,91.27
2492.00,91.33
2491.00,91.38
2490.00,91.40
2489.00,91.39
2488.00,91.39
2487.00,91.39
2486.00,91.41
2485.00,91.43
2484.00,91.45
2483.00,91.45
2482.00,91.44
2481.00,91.42
2480.00,91.40
2479.00,91.41
